经销商代码之计数,经销商名称之计数,经销商简称,省份,城市,投资主体,状态,服务大区,服务区域经理,3月零附件目标,3月零附件达成,3月达成率,Q1零件目标,Q1零件达成,Q1达成率,机油金额,保养台次,机油单车,事故件金额,事故台次,事故单车,工单数
M18243,郴州跃马汽车销售有限公司,郴州跃马,湖南省,郴州市,湖南长驰,正常,南区,李志杰,159000,70502.00000000003,0.44340880503144675,396400,346520.67000000004,0.8741691977800203,2448.0,49.0,49.95918367346939,32438.45,1.0,32438.45,73.0
M18234,永州驭马汽车销售服务有限公司,永州驭马,湖南省,永州市,湖南长驰,正常,南区,李志杰,159000,77780.07000000002,0.48918283018867936,396400,360291.61000000004,0.9089092078708376,23201.760000000002,50.0,464.03520000000003,24262.770000000004,11.0,2205.706363636364,98.0
A19776,邢台蓝池跃龙汽车服务有限公司,邢台蓝池跃龙,河北省,邢台市,邢台蓝池,正常,北区,姜洙,188800,53780.42000000002,0.28485391949152555,470700,345116.22000000003,0.7331978330146591,2448.0,48.0,51.0,20514.079999999998,6.0,3419.013333333333,86.0
M18128,济宁骁华汽车销售服务有限公司,济宁骁华,山东省,济宁市,济宁骁华,正常,中区,李伟,190800,46927.81000000002,0.2459528825995808,475700,285868.15,0.6009420853479084,2448.0,63.0,38.857142857142854,15633.83,6.0,2605.6383333333333,94.0
M18297,邯郸德骏汽车销售有限公司,邯郸德骏,河北省,邯郸市,邯郸德骏,正常,北区,姜洙,199000,31779.340000000007,0.15969517587939702,496000,373313.50000000006,0.7526481854838711,2448.0,47.0,52.08510638297872,8158.179999999999,18.0,453.23222222222216,89.0
M18095,内蒙古鸿达汽车销售服务有限公司,内蒙古鸿达,内蒙古自治区,呼和浩特市,内蒙古鸿达,正常,北区,姜洙,168000,44152.32,0.2628114285714286,418900,216168.94000000003,0.5160394843638101,0.0,35.0,0.0,20844.500000000004,0.0,,40.0
M18246,遵义乾坤君马汽车销售有限公司,遵义乾坤君马,贵州省,遵义市,遵义乾坤,正常,西区,卢冶金,187600,55689.26000000002,0.2968510660980811,467700,256165.22000000003,0.5477126790677785,8571.3,30.0,285.71,23003.119999999995,10.0,2300.3119999999994,63.0
A28858,清远市骏昇汽车销售服务有限公司,清远市骏昇,广东省,清远市,,正常,南区,王胜文,190800,73145.91000000003,0.3833643081761008,475700,408599.8300000001,0.8589443556863571,8571.3,19.0,451.1210526315789,31625.289999999997,7.0,4517.898571428571,74.0
M18319,慈溪市新亚汽车销售服务有限公司,慈溪市新亚,浙江省,宁波市,慈溪新亚,正常,东区,陈秋刚,184400,72499.89000000001,0.3931664316702821,459800,296998.27,0.6459292518486299,6691.5,33.0,202.77272727272728,40678.17,0.0,,45.0
M18070,泰兴市天利达汽车贸易有限公司,泰兴市天利达,江苏省,泰州市,天字集团,正常,东区,钱曦,201400,104508.12999999995,0.5189082919563056,502100,462722.89999999997,0.9215751842262497,0.0,42.0,0.0,54982.87000000002,7.0,7854.695714285716,73.0
M18898,南充创达丰汽车服务有限公司,南充创达丰,四川省,南充市,南充创达,正常,西区,陈莉,196100,51992.38,0.26513197348291684,488900,322373.74,0.6593858457762324,27124.98,31.0,874.9993548387097,7101.650000000001,11.0,645.6045454545455,58.0
M18935,福州龙驭汽车销售服务有限公司,福州龙驭,福建省,福州市,,正常,南区,陈建民,243800,68884.59,0.2825454881050041,607800,436151.87,0.7175910990457387,22038.6,79.0,278.9696202531645,22898.940000000002,7.0,3271.277142857143,115.0
M18195,青岛海昌汽车销售有限公司,青岛海昌,山东省,青岛市,青岛安隆达,正常,中区,李付敬,174900,30254.520000000004,0.1729818181818182,436100,261292.78000000003,0.5991579454253613,0.0,31.0,0.0,13211.37,2.0,6605.685,47.0
M18362,东莞市通华汽车销售服务有限公司,东莞市通华,广东省,东莞市,深圳通利华,正常,南区,张裕坤,190800,129063.24999999991,0.6764321278825991,475700,459529.54999999993,0.966007042253521,7344.0,16.0,459.0,76388.76000000002,0.0,,42.0
M18137,宿迁永泓汽车销售服务有限公司,宿迁永泓,江苏省,宿迁市,宿迁永泓,正常,东区,钱曦,176000,63311.13,0.3597223295454545,438800,434081.7,0.9892472652689153,6123.3,20.0,306.165,28242.829999999994,0.0,,42.0
M18902,许昌吉运汽车销售服务有限公司,许昌吉运,河南省,许昌市,许昌吉运,正常,中区,倪超,212000,62034.55999999999,0.2926158490566037,528600,330302.81,0.6248634317063942,4896.0,62.0,78.96774193548387,34343.04999999999,5.0,6868.609999999998,115.0
M18326,南阳兴业汽车销售服务有限公司,南阳兴业,河南省,南阳市,,正常,中区,倪超,121900,58471.530000000006,0.47966800656275643,303900,245875.31999999998,0.8090665350444224,8571.3,41.0,209.0560975609756,25566.18,2.0,12783.09,57.0
M18239,丽水旺昌汽车销售服务有限公司,丽水旺昌,浙江省,丽水市,,正常,东区,陈秋刚,187600,37500.57000000001,0.1998964285714286,467700,322004.01,0.6884840923669019,0.0,46.0,0.0,14201.92,1.0,14201.92,67.0
M18218,包头市鸿燕福达汽车销售服务有限公司,包头市鸿燕福,内蒙古自治区,包头市,内蒙古鸿达,正常,北区,姜洙,156400,66300.6,0.42391687979539644,389800,298966.7,0.7669746023601848,24216.18,36.0,672.6716666666666,25331.590000000004,0.0,,48.0
A26216,揭阳恒诚汽车贸易有限公司,揭阳恒诚,广东省,揭阳市,,正常,南区,张裕坤,159000,69733.74000000002,0.4385769811320756,396400,336353.81000000006,0.8485212159434916,12246.6,38.0,322.2789473684211,34259.77,16.0,2141.235625,78.0
A28381,潮州市德隆汽车贸易有限公司,潮州市德隆,广东省,潮州市,潮州德隆,正常,南区,张裕坤,148400,78478.87999999998,0.5288334231805928,370000,339224.51,0.916823,7347.96,31.0,237.03096774193548,31900.230000000003,5.0,6380.046,69.0
M18232,株洲同达汽车销售服务有限公司,株洲同达,湖南省,株洲市,湖南长驰,正常,南区,李志杰,116600,74056.49999999999,0.6351329331046311,290700,209839.26,0.7218412796697626,14881.289999999999,40.0,372.03225,17773.890000000003,8.0,2221.7362500000004,61.0
M18328,焦作双达汽车销售服务有限公司,焦作双达,河南省,焦作市,焦作双达,正常,中区,倪超,180200,80655.34000000004,0.44758790233074386,449200,314487.44,0.7001056099732859,16975.56,35.0,485.016,36553.46,9.0,4061.4955555555553,76.0
M18915,临沂长驰汽车销售服务有限公司,临沂长驰,山东省,临沂市,湖南长驰,正常,中区,李伟,143100,39955.600000000006,0.279214535290007,356700,212773.19999999998,0.5965046257359125,23244.9,42.0,553.45,16646.25,0.0,,71.0
M18230,九江景润汽车销售服务有限公司,九江景润,江西省,九江市,,正常,南区,王胜文,106000,28289.769999999993,0.26688462264150936,264400,171766.53,0.649646482602118,2448.0,40.0,61.2,12807.519999999999,9.0,1423.0577777777776,59.0
M18922,东莞市众强贸易有限公司,东莞众强,广东省,东莞市,东莞众强,正常,南区,张裕坤,127200,21359.950000000004,0.1679241352201258,317200,137322.24000000002,0.432920050441362,2448.0,17.0,144.0,6218.24,6.0,1036.3733333333332,47.0
M18247,北京东南得利卡汽车贸易有限公司,北京东南得利,北京市,北京市,北京东南得利卡,正常,北区,祁玮,168500,30652.55,0.18191424332344214,420200,281426.73,0.669744716801523,0.0,31.0,0.0,9812.83,1.0,9812.83,41.0
M18071,韶关市荣和通达汽车贸易有限公司,韶关市荣和通,广东省,韶关市,胡列杰,正常,南区,张裕坤,127200,49641.05999999998,0.3902599056603772,317200,250821.90999999997,0.7907374211853719,0.0,19.0,0.0,26819.809999999998,7.0,3831.4014285714284,38.0
M18911,伊宁市笑好泓源汽车服务有限公司,伊宁市笑好,新疆维吾尔自治区,伊犁哈萨克自治州,,正常,西区,蔡永生,118700,93.2,0.0007851727042965459,296000,131256.18000000002,0.4434330405405406,0.0,14.0,0.0,0.0,3.0,0.0,23.0
M18265,洛阳隆马汽车销售服务有限公司,洛阳隆马,河南省,洛阳市,洛阳隆马,正常,中区,倪超,159000,52377.59999999999,0.32941886792452824,396400,249230.70999999996,0.6287353935418768,17607.48,34.0,517.8670588235294,10289.780000000002,0.0,,48.0
M18259,宜春驭盛汽车服务有限公司,宜春驭盛,江西省,宜春市,湖南长驰,正常,南区,王胜文,106000,40190.5,0.3791556603773585,264400,273316.39,1.03372310892587,4896.0,19.0,257.6842105263158,9588.31,5.0,1917.6619999999998,42.0
M18919,唐山丰玮汽车贸易有限公司,唐山丰玮,河北省,唐山市,唐山丰玮,正常,北区,祁玮,117100,32019.740000000013,0.2734392826643895,292000,195543.00000000003,0.6696678082191782,0.0,24.0,0.0,12970.11,0.0,,42.0
M18175,巴州四季秋林汽车销售有限公司,巴州四季秋林,新疆维吾尔自治区,巴音郭楞蒙古自治州,新疆广利,正常,西区,蔡永生,135700,69746.51000000002,0.5139757553426678,338300,234478.59000000003,0.6931084540348803,2448.0,21.0,116.57142857142857,42992.05,3.0,14330.683333333334,43.0
M18897,沧州仓安汽车销售服务有限公司,沧州仓安汽车,河北省,沧州市,沧州仓安,正常,北区,鲁金泽,115300,69965.86000000002,0.6068157849089334,287500,253914.16,0.8831796869565217,7089.3,14.0,506.37857142857143,34756.48,3.0,11585.493333333334,42.0
M18255,孝感景帆汽车销售服务有限公司,孝感景帆,湖北省,孝感市,孝感景帆,正常,中区,张哲,148400,19454.670000000002,0.1310961590296496,370000,116936.33,0.31604413513513513,2448.0,17.0,144.0,5258.110000000001,0.0,,27.0
M18958,六安市泰源汽车销售服务有限公司,六安市泰源,安徽省,六安市,合肥贺悦,正常,中区,李伟,180200,27448.230000000003,0.15232092119866816,449200,265741.94,0.5915893588601959,2448.0,22.0,111.27272727272727,17814.82,2.0,8907.41,30.0
M18954,贵阳京正鸿汽车销售服务有限公司,贵阳京正鸿,贵州省,贵阳市,云南正集众,正常,西区,卢冶金,239500,155732.98999999996,0.6502421294363255,597200,561160.26,0.939652143335566,21783.9,33.0,660.1181818181818,58205.25000000001,1.0,58205.25000000001,55.0
M18169,莆田龙益汽车销售服务有限公司,莆田龙益,福建省,莆田市,福州龙益,正常,南区,陈建民,106000,24648.44,0.23253245283018867,264400,192601.94,0.7284490922844176,0.0,43.0,0.0,3348.45,5.0,669.6899999999999,75.0
M18206,大连盛瑞行汽车有效公司,大连盛瑞行,辽宁省,大连市,大连盛瑞行,正常,北区,唐宏宇,92200,25859.03000000001,0.2804667028199567,230000,163746.57,0.7119416086956522,0.0,19.0,0.0,11401.060000000001,5.0,2280.2120000000004,32.0
M18896,阿克苏笑好信恒汽车销售服务有限公司,阿克苏笑好,新疆维吾尔自治区,阿克苏地区,笑好集团,正常,西区,蔡永生,108100,41147.969999999994,0.38064727104532836,269500,198136.37999999998,0.7351999257884971,0.0,13.0,0.0,9678.149999999998,4.0,2419.5374999999995,28.0
M18067,呼伦贝尔市恒润汽车贸易有限公司,呼伦贝尔恒润,内蒙古自治区,呼伦贝尔市,呼伦贝尔恒润,正常,北区,姜洙,81200,16134.07,0.1986954433497537,202500,135487.27000000002,0.6690729382716051,1380.54,20.0,69.027,5012.7,5.0,1002.54,34.0
M18222,承德浩驰汽车销售服务有限公司,承德浩驰,河北省,承德市,承德浩驰,正常,北区,鲁金泽,63600,2252.12,0.035410691823899366,158700,95536.57999999999,0.6019948330182734,2448.0,14.0,174.85714285714286,990.92,0.0,,22.0
M18286,日照市佰世达汽车销售服务有限公司,日照市佰世达,山东省,日照市,日照佰世达,正常,中区,李付敬,68900,16944.4,0.24592743105950654,171900,157848.59,0.9182582315299592,2448.0,19.0,128.8421052631579,11151.93,0.0,,33.0
M23001,佳木斯嘉达汽车销售服务有限公司,佳木斯嘉达,黑龙江省,佳木斯市,佳木斯嘉达,正常,北区,邵传海,91800,25439.8,0.27712200435729845,229000,107908.99,0.4712182969432315,1380.54,22.0,62.75181818181818,10798.43,1.0,10798.43,35.0
M18952,吉林市铭航汽车销售服务有限公司,吉林市铭航,吉林省,吉林市,吉林铭航,正常,北区,唐宏宇,58500,67582.79000000001,1.1552613675213677,145900,192772.74,1.3212662097326935,7089.3,7.0,1012.7571428571429,25543.549999999996,7.0,3649.0785714285707,21.0
M18267,阜新鑫鑫汽车销售服务有限公司,阜新鑫鑫,辽宁省,阜新市,阜新鑫鑫,正常,北区,鲁金泽,0,0.0,,0,0.0,,1224.0,0.0,,0.0,0.0,,0.0
M18920,漳州凯鑫汽车贸易有限公司,漳州凯鑫,福建省,漳州市,漳州凯鑫,正常,南区,陈建民,53000,24075.040000000005,0.45424603773584915,132200,61361.5,0.4641565809379728,0.0,9.0,0.0,10241.02,2.0,5120.51,30.0
M18939,连云港佳成汽车销售有限公司,连云港佳成,江苏省,连云港市,连云港佳成,正常,东区,钱曦,165900,88645.91000000006,0.5343333936106092,413600,382481.2200000001,0.9247611702127662,9038.94,41.0,220.4619512195122,26450.519999999997,9.0,2938.9466666666663,86.0
M18912,西藏鼎恒实业有限公司,西藏鼎恒实业,西藏自治区,拉萨市,西藏鼎恒,正常,西区,孔立刚,36100,2087.6,0.05782825484764543,89900,26334.89,0.2929353726362625,0.0,0.0,,0.0,0.0,,0.0
M18959,菏泽佳谊订单中心,菏泽佳谊订单中心,山东省,菏泽市,山东林豪,正常,中区,李伟,84800,54120.74999999999,0.6382163915094339,211500,177696.76,0.8401738061465721,14213.88,19.0,748.098947368421,22619.62,6.0,3769.9366666666665,43.0
M18964,新乡市弘森汽车销售服务有限公司,新乡市弘森,河南省,新乡市,,正常,中区,倪超,137800,46633.0,0.33841074020319306,343600,264784.62,0.7706188009313155,8894.4,48.0,185.29999999999998,9211.81,13.0,708.6007692307692,87.0
M18945,汉中骏逸鑫逸汽车销售服务有限公司 ,汉中骏逸鑫逸,陕西省,汉中市,汉中骏逸鑫逸,正常,西区,李兴坤,129300,72775.37000000001,0.5628412219644239,322400,248027.69,0.7693166563275434,0.0,3.0,0.0,45127.430000000015,0.0,,4.0
M18083,镇江天佑汽车销售服务有限公司,镇江天佑,江苏省,镇江市,南京天和,正常,东区,钱曦,318000,10593.539999999999,0.033313018867924524,792800,166791.63,0.2103829843592331,2448.0,23.0,106.43478260869566,168.14,1.0,168.14,30.0
M18966,宝鸡福瑞腾汽车销售服务有限公司,宝鸡福瑞腾,陕西省,宝鸡市,,正常,西区,李兴坤,140000,20769.64,0.14835457142857142,360000,240220.16999999998,0.66727825,0.0,5.0,0.0,11740.390000000001,2.0,5870.195000000001,19.0
M18965,泸州长马一鸣汽车贸易有限公司,泸州长马,四川省,泸州市,,正常,西区,卢冶金,76300,12307.86,0.16130878112712976,190300,131550.56,0.6912798738833421,6123.3,8.0,765.4125,2482.86,0.0,,16.0
M18962,梅州市华璟新能源汽车有限公司,梅州华璟新能源,广东省,梅州市,,正常,南区,张裕坤,53000,28228.56000000002,0.5326143396226419,132200,62649.06000000002,0.4738960665658095,0.0,0.0,,15849.09,0.0,,7.0
M18969,商丘腾驭汽车销售服务有限公司,商丘腾驭,河南省,商丘市,,正常,中区,倪超,63600,15485.470000000001,0.24348223270440253,158700,110087.81,0.6936850031505986,0.0,21.0,0.0,4001.2200000000003,0.0,,37.0
M18971,濮阳市利镇汽车销售有限公司,濮阳利镇,河南省,濮阳市,,正常,中区,倪超,31800,3736.85,0.11751100628930818,79400,33559.979999999996,0.4226697732997481,0.0,3.0,0.0,1702.58,0.0,,6.0
M18976,茂名市百润新能源汽车销售服务有限公司,茂名市百润新能源,广东省,茂名市,,正常,南区,宋扬,106000,27882.600000000006,0.26304339622641515,264400,64043.66,0.24222261724659608,0.0,0.0,,7371.310000000001,0.0,,0.0
M18981,扬州上辰汽车销售服务有限公司,扬州上辰,江苏省,扬州市,,正常,东区,钱曦,0,136114.66999999998,,0,142521.61,,51646.44,,,,,,
A13313,宁波万事得汽车有限公司,宁波万事得,浙江省,宁波市,,正常,东区,李波,95400,0.0,0.0,237900,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
M18972,聊城驭马汽车销售服务有限公司,聊城驭马,山东省,聊城市,,正常,中区,李伟,111300,48521.93000000001,0.43595624438454633,277500,207640.24,0.7482531171171171,2771.1,0.0,,19750.220000000005,0.0,,0.0
M18167,北海瑞祥盛汽车销售服务有限公司,北海瑞祥盛,广西壮族自治区,北海市,,退网,南区,薛仲锋,212000,56459.57999999999,0.2663187735849056,528600,378100.11,0.7152858683314415,13212.6,42.0,314.5857142857143,24262.819999999996,13.0,1866.370769230769,86.0
M18221,贵港万马汽车销售服务有限公司,贵港万马,广西壮族自治区,贵港市,,退网,南区,薛仲锋,212000,86852.77,0.40968287735849057,528600,375957.81000000006,0.7112330874006811,15897.0,46.0,345.5869565217391,31206.999999999996,9.0,3467.444444444444,90.0
M18617,武汉龙泰汽车销售服务有限公司,武汉龙泰,湖北省,武汉市,,退网,中区,张哲,0,57267.77000000002,,0,210922.86000000002,,0.0,63.0,0.0,15942.720000000001,1.0,15942.720000000001,71.0
M18242,邵阳驭马汽车销售服务有限公司,邵阳驭马,湖北省,邵阳市,,退网,南区,李志杰,53000,94307.93999999996,1.779395094339622,132200,433731.86,3.280876399394856,14694.6,61.0,240.89508196721312,44917.44,1.0,44917.44,79.0
A21357,泸州安马车业有限公司,泸州安马,四川省,泸州市,,退网,西区,卢冶金,0,112096.45000000004,,0,351879.45000000007,,6123.3,26.0,235.51153846153846,41298.570000000014,0.0,,27.0
M18121,扬州天盛达汽车贸易有限公司,扬州天盛达,江苏省,扬州市,,退网,东区,钱曦,0,37333.67,,0,147067.47999999998,,14178.6,47.0,301.6723404255319,8299.22,0.0,,53.0
M18382,哈尔滨乾丰汽车销售服务有限责任公司,哈尔滨乾丰,黑龙江省,哈尔滨市,,退网,北区,邵传海,98400,16488.380000000005,0.16756483739837402,245400,158820.28,0.6471894050529747,22032.0,48.0,459.0,4576.040000000001,14.0,326.86000000000007,80.0
M18217,宣城瑞冠汽车销售有限公司,宣城瑞冠,安徽省,宣城市,,退网,中区,李付敬,79500,23713.040000000005,0.2982772327044026,198200,40051.670000000006,0.20207704339051466,2448.0,73.0,33.534246575342465,3309.59,0.0,,83.0
A22778,宜兴市苏源汽车销售服务有限公司,宜兴市苏源,江苏省,无锡市,,退网,东区,晏礼奎,84800,76961.01000000004,0.9075590801886797,211500,324280.57000000007,1.5332414657210405,8571.3,27.0,317.4555555555555,41140.39,0.0,,34.0
M18233,泰安金马汽车销售服务有限公司,泰安金马,山东省,泰安市,,退网,中区,李伟,106000,17231.67,0.16256292452830187,264400,99851.21,0.3776520801815431,0.0,43.0,0.0,5494.88,8.0,686.86,59.0
M18179,廊坊市永昂汽车销售有限公司,廊坊市永昂,河北省,廊坊市,,退网,北区,邵传海,76300,19903.130000000005,0.26085360419397124,190300,141053.8,0.7412180767209668,2448.0,15.0,163.2,8963.289999999999,5.0,1792.658,23.0
M18209,张家口耀祥汽车销售有限公司,张家口耀祥,河北省,张家口市,,退网,北区,鲁金泽,137800,57807.90000000001,0.4195058055152395,343600,226501.26,0.6592004074505239,18782.88,37.0,507.6454054054054,25620.13,5.0,5124.026,45.0
A18056,赤峰新雅迪汽车销售服务有限公司,赤峰新雅迪,内蒙古自治区,赤峰市,赤峰新雅迪,退网,北区,姜洙,172000,27588.64,0.16039906976744187,428800,339439.51,0.7916033348880597,13212.6,32.0,412.89375,6365.210000000001,12.0,530.4341666666668,56.0
M18075,苏州恒昌汽车销售有限公司,苏州恒昌,江苏省,苏州市,瀚龙集团,退网,东区,晏礼奎,0,0.0,,0,190946.65,,4488.0,0.0,,0.0,0.0,,0.0
A19795,衢州龙达汽车销售服务有限公司,衢州龙达,浙江省,衢州市,,退网,东区,陈秋刚,139900,81188.36,0.5803313795568263,348900,381750.27,1.094153826311264,20301.9,85.0,238.8458823529412,17855.82,0.0,,106.0
